SampleName,Tag ID,Tag Color,Species,Timepoint,...6,Date,Collection Species,Location,Depth,Notes,File.Name,A.CT.mean,B.CT.mean,C.CT.mean,D.CT.mean,A.CT.sd,B.CT.sd,C.CT.sd,D.CT.sd,A.reps,B.reps,C.reps,D.reps,A.D,B.D,C.D,qpcrRun,Dominant,propD,logPropD,Reef,Latitude,Longitude
33NI,11,Green,Ofav,Initial,NA,2019-09-15T00:00:00Z,Ofav,EM5,24,NA,RK_NSF_SYM_Initials_7.csv,37.70378576660156,33.799448013305664,NaN,29.35950756072998,NA,0.22637915272171402,NA,0.01747239751867623,1,2,0,2,0.009230882494129199,0.1382184439874491,NaN,7,B,0.12143402236853335,-0.9156596192174976,Emerald,25 40.641 N,80 5.843 W
34NI,88,Green,Past,Initial,NA,2019-09-15T00:00:00Z,Mmea,EM1,266,NA,RK_NSF_SYM_Initials_10.csv,31.621448387145996,NaN,NaN,37.22676467895508,0.40711697742879877,NA,NA,NA,2,0,0,1,146.04597545032232,NaN,NaN,10,A,0,-7,Emerald,25 40.64 N,80 6.028 W
35NI,15,Green,Ofav,Initial,NA,2019-09-15T00:00:00Z,Ofav,EM3,24,NA,RK_NSF_SYM_Initials_7.csv,NaN,35.968082427978516,NaN,27.520846366882324,NA,NA,NA,0.21847172959149413,0,1,0,2,NaN,0.008595077953069664,NaN,7,D,1,0,Emerald,25 40.725 N,80 5.845 W
36NI,44,Green,Ssid,Initial,NA,2019-09-15T00:00:00Z,Ssid,EM3,24,NA,RK_NSF_SYM_Initials_3.csv,NaN,NaN,26.4791544342041,30.378515243530273,NA,NA,0.09714140514706092,0.046702754247527636,0,0,2,2,NaN,NaN,1.9463367648700471,3,C,0.33940451475990957,-0.46928238499337266,Emerald,25 40.725 N,80 5.845 W
37NI,57,Green,Sbou,Initial,NA,2019-09-15T00:00:00Z,Ssid,EM3,24,NA,RK_NSF_SYM_Initials_10.csv,NaN,31.505306243896484,NaN,37.31834030151367,NA,0.22858832193326103,NA,NA,0,2,0,1,NaN,168.66263146361456,NaN,10,B,0,-7,Emerald,25 40.725 N,80 5.845 W
38NI,13,Green,Mcav,Initial,NA,2019-09-15T00:00:00Z,Mcav,EM5,24,NA,RK_NSF_SYM_Initials_3.csv,NaN,NaN,25.263596382141113,NaN,NA,NA,0.09377640076195114,NA,0,0,2,0,NaN,NaN,NaN,3,C,0,-7,Emerald,25 40.641 N,80 5.843 W
39NI,18,Green,Ofav,Initial,NA,2019-09-15T00:00:00Z,Ofav,EM3,24,NA,RK_NSF_SYM_Initials_7.csv,NaN,35.45125198364258,NaN,34.57868194580078,NA,0.49242624491230536,NA,0.29751763821149374,0,2,0,2,NaN,1.6385190688760627,NaN,7,B,0.37900048242818757,-0.42136023721987903,Emerald,25 40.725 N,80 5.845 W
40NI,48,Green,Mcav,Initial,NA,2019-09-15T00:00:00Z,Mcav,EM5,26,NA,RK_NSF_SYM_Initials_3.csv,NaN,NaN,22.34608253479004,NaN,NA,NA,0.42154131486316715,NA,0,0,2,0,NaN,NaN,NaN,3,C,0,-7,Emerald,25 40.641 N,80 5.843 W
41NI,51,Green,Ofav,Initial,NA,2019-09-15T00:00:00Z,Ofav,EM5,26,NA,RK_NSF_SYM_Initials_7.csv,37.02462469482422,34.43613243103027,NaN,35.70968246459961,NA,1.1046304615446907,NA,0.652198541296131,1,2,0,2,1.2058247699373392,7.252671644956343,NaN,7,B,0.12117288110101343,-0.9165945658629571,Emerald,25 40.641 N,80 5.843 W
42NI,41,Green,Ofav,Initial,NA,2019-09-15T00:00:00Z,Ofav,EM3,23,NA,RK_NSF_SYM_Initials_3.csv,NaN,NaN,20.854893531799316,NaN,NA,NA,0.1759445479196378,NA,0,0,2,0,NaN,NaN,NaN,3,C,0,-7,Emerald,25 40.725 N,80 5.845 W
43NI,32,Green,Ssid,Initial,NA,2019-09-15T00:00:00Z,Ssid,EM5,24,NA,RK_NSF_SYM_Initials_4.csv,NaN,NaN,NaN,28.0748872756958,NA,NA,NA,0.30733751673974397,0,0,0,2,NaN,NaN,NaN,4,D,1,0,Emerald,25 40.641 N,80 5.843 W
45NI,96,Green,Mcav,Initial,NA,2019-09-15T00:00:00Z,Mcav,EM1,25,NA,RK_NSF_SYM_Initials_11.csv,NaN,NaN,24.4565828704834,37.24738693237305,NA,NA,0.048100006569360795,NA,0,0,2,1,NaN,NaN,924.2918209625489,11,C,0,-7,Emerald,25 40.64 N,80 6.028 W
46NI,33,Green,Ofav,Initial,NA,2019-09-15T00:00:00Z,Ofav,EM3,27,"TAG# on notes says ""26->33""",RK_NSF_SYM_Initials_4.csv,NaN,35.27874565124512,NaN,NaN,NA,0.1380717270225365,NA,NA,0,2,0,0,NaN,NaN,NaN,4,B,0,-7,Emerald,25 40.725 N,80 5.845 W
48NI,100,Green,Past,Initial,NA,2019-09-15T00:00:00Z,Past,EM1,26,NA,RK_NSF_SYM_Initials_20.csv,31.488899101257324,NaN,33.9939306640625,NaN,0.16781189203097568,NA,NA,NA,2,0,1,0,NaN,NaN,NaN,20,A,0,-7,Emerald,25 40.64 N,80 6.028 W
49NI,91,Green,Past,Initial,NA,2019-09-15T00:00:00Z,Past,EM1,25,NA,RK_NSF_SYM_Initials_10.csv,33.21252523803711,NaN,NaN,35.626712799072266,0.09864385600277727,NA,NA,NA,2,0,0,1,15.99057665931353,NaN,NaN,10,A,0,-7,Emerald,25 40.64 N,80 6.028 W
4NI,60,Green,Ssid,Initial,NA,2019-09-15T00:00:00Z,Ssid,EM5,"NA",NA,RK_NSF_SYM_Initials_20.csv,30.043317665100098,25.692757606506348,30.32274040222168,NaN,0.10340071791311081,0.05315088489490633,0.1889662382355636,NA,2,2,2,0,NaN,NaN,NaN,20,B,0,-7,Emerald,25 40.641 N,80 5.843 W
50NI,31,Green,Ssid,Initial,NA,2019-09-15T00:00:00Z,Ssid,EM5,23,NA,RK_NSF_SYM_Initials_4.csv,NaN,NaN,NaN,28.90538787841797,NA,NA,NA,0.2978602077961903,0,0,0,2,NaN,NaN,NaN,4,D,1,0,Emerald,25 40.641 N,80 5.843 W
52NI,29,Green,Past,Initial,NA,2019-09-15T00:00:00Z,Past,EM5,21,NA,RK_NSF_SYM_Initials_10.csv,31.400810111999512,NaN,NaN,37.43226432800293,0.19777998719616177,NA,NA,0.08485745326746978,2,0,0,2,196.23202756206035,NaN,NaN,10,A,0.005070170460450919,-2.2949774393276603,Emerald,25 40.641 N,80 5.843 W
53NI,97,Green,Dlab,Initial,NA,2019-09-15T00:00:00Z,Dlab,EM1,26,NA,RK_NSF_SYM_Initials_4.csv,NaN,NaN,NaN,28.533963203430176,NA,NA,NA,0.04385565033691972,0,0,0,2,NaN,NaN,NaN,4,D,1,0,Emerald,25 40.64 N,80 6.028 W
54NI,38,Green,Ofav,Initial,NA,2019-09-15T00:00:00Z,Ofav,EM3,27,NA,RK_NSF_SYM_Initials_4.csv,NaN,NaN,NaN,28.345202445983887,NA,NA,NA,0.13507356880686555,0,0,0,2,NaN,NaN,NaN,4,D,1,0,Emerald,25 40.725 N,80 5.845 W
55NI,52,Green,Past,Initial,NA,2019-09-15T00:00:00Z,Past,EM3,24,NA,RK_NSF_SYM_Initials_10.csv,30.623128761291504,31.142030715942383,NaN,34.780494689941406,0.20570764081366688,1.0850581394458076,NA,0.0072721858294637,2,2,0,2,53.53195475122035,37.36010163629315,NaN,10,A,0.018337871887448183,-1.736651065676053,Emerald,25 40.725 N,80 5.845 W
56NI,3,Green,Past,Initial,NA,2019-09-15T00:00:00Z,Past,EM5,26,NA,RK_NSF_SYM_Initials_10.csv,28.060139526367188,NaN,NaN,35.073991775512695,0.2577364080138192,NA,NA,0.13629683893804573,2,0,0,2,387.70479019896794,NaN,NaN,10,A,0.002572646453593036,-2.589619892687249,Emerald,25 40.641 N,80 5.843 W
57NI,2,Green,Past,Initial,NA,2019-09-15T00:00:00Z,Past,EM5,26,NA,RK_NSF_SYM_Initials_10.csv,30.59391485595703,30.829357147216797,NaN,37.414546966552734,0.07305363828611476,NA,NA,NA,2,1,0,1,339.10649607632155,288.0453823692427,NaN,10,A,0,-7,Emerald,25 40.641 N,80 5.843 W
58NI,27,Green,Mcav,Initial,NA,2019-09-15T00:00:00Z,Mcav,EM3,27,NA,RK_NSF_SYM_Initials_5.csv,NaN,NaN,24.710604515075683,NaN,NA,NA,0.08930411437276314,NA,0,0,2,0,NaN,NaN,NaN,5,C,0,-7,Emerald,25 40.725 N,80 5.845 W
59NI,23,Green,Ofav,Initial,NA,2019-09-15T00:00:00Z,Ofav,EM3,27,NA,RK_NSF_SYM_Initials_5.csv,NaN,34.40908432006836,NaN,NaN,NA,0.3273454686648356,NA,NA,0,2,0,0,NaN,NaN,NaN,5,B,0,-7,Emerald,25 40.725 N,80 5.845 W
5NI,64,Green,Mcav,Initial,NA,2019-09-15T00:00:00Z,Mcav,EM1,"NA",NA,RK_NSF_SYM_Initials_1.csv,NaN,NaN,24.52183708190918,NaN,NA,NA,0.1663782248320291,NA,0,0,2,0,NaN,NaN,NaN,1,C,0,-7,Emerald,25 40.64 N,80 6.028 W
61NI,34,Green,Past,Initial,NA,2019-09-15T00:00:00Z,Past,EM5,24,NA,RK_NSF_SYM_Initials_10.csv,31.52099405670166,NaN,NaN,36.38850021362305,0.012066811316063004,NA,NA,NA,2,0,0,1,87.57630387997182,NaN,NaN,10,A,0,-7,Emerald,25 40.641 N,80 5.843 W
62NI,25,Green,Dlab,Initial,NA,2019-09-15T00:00:00Z,Dlab,EM5,21,NA,RK_NSF_SYM_Initials_9.csv,NaN,NaN,NaN,31.305469512939453,NA,NA,NA,0.2203019143412312,0,0,0,2,NaN,NaN,NaN,9,D,1,0,Emerald,25 40.641 N,80 5.843 W
63NI,4,Green,Ssid,Initial,NA,2019-09-15T00:00:00Z,Ssid,EM5,25,NA,RK_NSF_SYM_Initials_5.csv,NaN,NaN,NaN,29.217330932617188,NA,NA,NA,0.19727961981064043,0,0,0,2,NaN,NaN,NaN,5,D,1,0,Emerald,25 40.641 N,80 5.843 W
64NI,53,Green,Ssid,Initial,NA,2019-09-15T00:00:00Z,Ssid,EM3,22,NA,RK_NSF_SYM_Initials_5.csv,NaN,NaN,34.32877334594727,29.885058403015137,NA,NA,1.2849326564255668,0.4699798449197674,0,0,2,2,NaN,NaN,0.005993795601618314,5,C,0.005958084063564051,-2.2248933735472183,Emerald,25 40.725 N,80 5.845 W
65NI,42,Green,Ofav,Initial,NA,2019-09-15T00:00:00Z,Ofav,EM3,23,Colony 69,RK_NSF_SYM_Initials_5.csv,NaN,NaN,NaN,28.134567260742188,NA,NA,NA,0.059526185788058204,0,0,0,2,NaN,NaN,NaN,5,D,1,0,Emerald,25 40.725 N,80 5.845 W
66NI,9,Green,Ssid,Initial,NA,2019-09-15T00:00:00Z,Ssid,EM3,24,NA,RK_NSF_SYM_Initials_5.csv,NaN,NaN,23.745034065246582,NaN,NA,NA,0.11837937069909446,NA,0,0,2,0,NaN,NaN,NaN,5,C,0,-7,Emerald,25 40.725 N,80 5.845 W
67NI,22,Green,Ssid,Initial,NA,2019-09-15T00:00:00Z,Ssid,EM5,22,NA,RK_NSF_SYM_Initials_9.csv,NaN,NaN,27.524041023254394,29.066619873046875,NA,NA,0.336682512896545,0.21403316068111486,0,0,2,2,NaN,NaN,0.3799757869912166,9,C,0.2753496043721781,-0.5601155431852531,Emerald,25 40.641 N,80 5.843 W
69NI,19,Orange,Past,Initial,NA,2019-09-24T00:00:00Z,Past,JOE'SPLOT,20,NA,RK_NSF_SYM_Initials_17.csv,32.636649002075195,NaN,NaN,36.7820930480957,2.1259409868555887,NA,NA,1.9090998345392842,2,0,0,2,53.09140980989996,NaN,NaN,17,A,0.01848722382194182,-1.733128300811283,DP,25 39.577 N,80 5.771 W
6NI,8,Green,Ssid,Initial,NA,2019-09-15T00:00:00Z,Ssid,EM5,25,NA,RK_NSF_SYM_Initials_1.csv,NaN,NaN,25.547204818725586,30.084922790527344,NA,NA,0.07074736273559863,0.3146083538700553,0,0,2,2,NaN,NaN,3.029581499695305,1,C,0.24816472878774498,-0.6052599439548051,Emerald,25 40.641 N,80 5.843 W
70NI,26,Orange,Ssid,Initial,NA,2019-09-24T00:00:00Z,Ssid,EM6/7,27,NA,RK_NSF_SYM_Initials_16.csv,NaN,NaN,NaN,34.79507064819336,NA,NA,NA,0.27928862046834996,0,0,0,2,NaN,NaN,NaN,16,D,1,0,Emerald,25 40.532 N,80 5.859 W
71NI,74,Orange,Ofav,Initial,NA,2019-09-24T00:00:00Z,Ofav,JOE'SPLOT,25,NA,RK_NSF_SYM_Initials_16.csv,NaN,NaN,NaN,33.80817222595215,NA,NA,NA,1.1225735550675364,0,0,0,2,NaN,NaN,NaN,16,D,1,0,DP,25 39.577 N,80 5.771 W
72NI,72,Orange,Ppor,Initial,NA,2019-09-24T00:00:00Z,Ppor,JOE'SPLOT,27,NA,RK_NSF_SYM_Initials_17.csv,NaN,NaN,30.64948257446289,36.724571228027344,NA,NA,0.04436680731565984,0.8818334537716145,0,0,2,2,NaN,NaN,8.793815097983053,17,C,0.10210525622501704,-0.9909519005109029,DP,25 39.577 N,80 5.771 W
73NI,54,Orange,Mcav,Initial,NA,2019-09-24T00:00:00Z,Mcav,EM6/7,27,NA,RK_NSF_SYM_Initials_16.csv,NaN,NaN,33.59113868713379,NaN,NA,NA,1.6119409503023152,NA,0,0,2,0,NaN,NaN,NaN,16,C,0,-7,Emerald,25 40.532 N,80 5.859 W
74NI,58,Orange,Sint,Initial,NA,2019-09-24T00:00:00Z,Sint,JOE'SPLOT,22,NA,RK_NSF_SYM_Initials_20.csv,29.61176668548584,33.97526931762695,31.689565505981445,NaN,0.756060514319345,0.49810157094538826,0.16709573278107856,NA,2,2,2,0,NaN,NaN,NaN,20,A,0,-7,DP,25 39.577 N,80 5.771 W
75NI,16,Orange,Past,Initial,NA,2019-09-24T00:00:00Z,Ssid,NICOPLOT,18,NA,RK_NSF_SYM_Initials_20.csv,29.592225898742676,32.70650100708008,NaN,NaN,0.8978654405955825,NA,NA,NA,2,1,0,0,NaN,NaN,NaN,20,A,0,-7,Flamingo?,25 42.071 N,80 5.938 W
77NI,75,Orange,Ssid,Initial,NA,2019-09-24T00:00:00Z,Ssid,EM6/7,27,NA,RK_NSF_SYM_Initials_21.csv,37.22616278076172,33.22915077209473,27.224886741638183,NaN,NA,0.3325811187742529,0.6193186046610242,NA,1,2,2,0,NaN,NaN,NaN,21,C,0,-7,Emerald,25 40.532 N,80 5.859 W
78NI,73,Orange,Ofav,Initial,NA,2019-09-24T00:00:00Z,Ofav,JOE'SPLOT,22,NA,RK_NSF_SYM_Initials_16.csv,NaN,NaN,NaN,36.94019317626953,NA,NA,NA,0.8961944023458225,0,0,0,2,NaN,NaN,NaN,16,D,1,0,DP,25 39.577 N,80 5.771 W
79NI,5,Orange,Ppor,Initial,NA,2019-09-24T00:00:00Z,Ppor,EM6/7,27,NA,RK_NSF_SYM_Initials_21.csv,35.17791258239746,33.02850151062012,32.88636955261231,NaN,2.375229143379096,1.5763514770701401,0.9426732725340603,NA,2,2,2,0,NaN,NaN,NaN,21,C,0,-7,Emerald,25 40.532 N,80 5.859 W
7NI,39,Green,Mcav,Initial,NA,2019-09-15T00:00:00Z,Mcav,EM1,20,NA,RK_NSF_SYM_Initials_1.csv,NaN,NaN,23.247214164733887,NaN,NA,NA,0.03315507126218586,NA,0,0,2,0,NaN,NaN,NaN,1,C,0,-7,Emerald,25 40.64 N,80 6.028 W
80NI,15,Orange,Past,Initial,NA,2019-09-24T00:00:00Z,Past,EM6/7,28,NA,RK_NSF_SYM_Initials_17.csv,31.675164093017578,NaN,33.01460632324219,31.815903663635254,0.04052031733316161,NA,NA,3.9396297972602756,2,0,1,2,3.3074103951778766,NaN,0.056826114527964405,17,A,0.23215805048887253,-0.6342162518114044,Emerald,25 40.532 N,80 5.859 W
81NI,76,Orange,Ssid,Initial,NA,2019-09-24T00:00:00Z,Ssid,JOE'SPLOT,25,NA,RK_NSF_Sym_Initials_18.csv,NaN,NaN,33.836915817260746,NaN,NA,NA,0.8239931419239921,NA,0,0,2,0,NaN,NaN,NaN,18,C,0,-7,DP,25 39.577 N,80 5.771 W
82NI,1,Orange,Mcav,Initial,NA,2019-09-24T00:00:00Z,Mvac,EM6/7,26,NA,RK_NSF_SYM_Initials_16.csv,NaN,NaN,34.45858177185059,NaN,NA,NA,0.510701118426629,NA,0,0,2,0,NaN,NaN,NaN,16,C,0,-7,Emerald,25 40.532 N,80 5.859 W
83NI,2,Orange,Ppor,Initial,NA,2019-09-24T00:00:00Z,Ppor,EM6/7,26,NA,RK_NSF_SYM_Initials_17.csv,35.948220123291016,NaN,29.503646697998047,35.93438148498535,NA,NA,0.2061459680381802,0.6385092448997925,1,0,2,2,2.9713609362196554,NaN,11.252201059737663,17,C,0.0816179880761287,-1.0882141150050981,Emerald,25 40.532 N,80 5.859 W
84NI,4,Orange,Mcav,Initial,NA,2019-09-24T00:00:00Z,Mcav,NICOPLOT,18,NA,RK_NSF_SYM_Initials_16.csv,NaN,NaN,32.84992393493653,NaN,NA,NA,0.22938944922975613,NA,0,0,2,0,NaN,NaN,NaN,16,C,0,-7,Flamingo?,25 42.071 N,80 5.938 W
85NI,79,Orange,Sint,Initial,NA,2019-09-24T00:00:00Z,Sint,JOE'SPLOT,27,NA,RK_NSF_SYM_Initials_21.csv,33.32089125061035,32.71023750305176,34.700488891601566,NaN,1.5455310040406698,1.4014359866037442,0.32530623554648447,NA,2,2,2,0,NaN,NaN,NaN,21,B,0,-7,DP,25 39.577 N,80 5.771 W
86NI,44,Orange,Ofav,Initial,NA,2019-09-24T00:00:00Z,Ofav,EM6/7,25,NA,RK_NSF_SYM_Initials_16.csv,NaN,34.13691329956055,NaN,NaN,NA,0.8043102264946165,NA,NA,0,2,0,0,NaN,NaN,NaN,16,B,0,-7,Emerald,25 40.532 N,80 5.859 W
87NI,13,Orange,Sint,Initial,NA,2019-09-24T00:00:00Z,Sint,NICOPLOT,21,NA,RK_NSF_SYM_Initials_21.csv,33.85707174682617,31.762943267822266,NaN,NaN,1.3651586768038715,1.7494192496978183,NA,NA,2,2,0,0,NaN,NaN,NaN,21,B,0,-7,Flamingo?,25 42.071 N,80 5.938 W
89NI,97,Orange,Past,Initial,NA,2019-09-24T00:00:00Z,Past,JOE'SPLOT,23,NA,RK_NSF_SYM_Initials_17.csv,36.50837217712402,32.960487365722656,NaN,35.44546127319336,1.1607093722993458,NA,NA,0.4713325901695731,2,1,0,2,1.4359958669051684,16.794726635589072,NaN,17,A,0.4105097276993571,-0.3866765471045974,DP,25 39.577 N,80 5.771 W
8NI,58,Green,Past,Initial,NA,2019-09-15T00:00:00Z,Past,EM1,27,NA,RK_NSF_SYM_Initials_21.csv,29.518825401306152,30.793052673339844,33.6423796081543,NaN,0.16097668472687293,0.029018610961932673,NA,NA,2,2,1,0,NaN,NaN,NaN,21,A,0,-7,Emerald,25 40.64 N,80 6.028 W
90NI,71,Orange,Ssid,Initial,NA,2019-09-24T00:00:00Z,Ssid,JOE'SPLOT,21,NA,RK_NSF_Sym_Initials_18.csv,NaN,NaN,26.772756423950195,NaN,NA,NA,0.1916906105233078,NA,0,0,2,0,NaN,NaN,NaN,18,C,0,-7,DP,25 39.577 N,80 5.771 W
91NI,20,Orange,Ppor,Initial,NA,2019-09-24T00:00:00Z,Ppor,NICOPLOT,17,NA,RK_NSF_SYM_Initials_17.csv,NaN,NaN,26.73405918121338,35.94375228881836,NA,NA,0.47590333159688253,1.039140328104947,0,0,2,2,NaN,NaN,77.23022408444753,17,C,0.012782783274665371,-1.893374574250878,Flamingo?,25 42.071 N,80 5.938 W
92NI,18,Orange,Ssid,Initial,NA,2019-09-24T00:00:00Z,Ssid,NICOPLOT,20,NA,RK_NSF_Sym_Initials_18.csv,NaN,NaN,31.927533950805664,NaN,NA,NA,0.33969146070543477,NA,0,0,2,0,NaN,NaN,NaN,18,C,0,-7,Flamingo?,25 42.071 N,80 5.938 W
93NI,8,Orange,Past,Initial,NA,2019-09-24T00:00:00Z,Past,NICOPLOT,18,NA,RK_NSF_SYM_Initials_17.csv,33.46162878417969,NaN,NaN,36.28706359863281,0.12485177793121544,NA,NA,1.9108801174203844,2,0,0,2,21.264828508176286,NaN,NaN,17,A,0.04491388737320708,-1.3476193543857435,Flamingo?,25 42.071 N,80 5.938 W
94NI,6,Orange,Ppor,Initial,NA,2019-09-24T00:00:00Z,Ppor,NICOPLOT,21,NA,RK_NSF_SYM_Initials_17.csv,NaN,NaN,29.036897506713867,35.019195556640625,NA,NA,0.8263776420253444,0.6057439476926355,0,0,2,2,NaN,NaN,8.246023625073226,17,C,0.10815460143192963,-0.9659549987955335,Flamingo?,25 42.071 N,80 5.938 W
95NI,77,Orange,Ppor,Initial,NA,2019-09-24T00:00:00Z,Ppor,JOE'SPLOT,25,NA,RK_NSF_SYM_Initials_21.csv,34.05589376831055,32.250436782836914,28.779804077148437,NaN,1.1405517147683435,0.9472156912791704,0.3812286971994672,NA,2,2,2,0,NaN,NaN,NaN,21,C,0,-7,DP,25 39.577 N,80 5.771 W
96NI,11,Orange,Past,Initial,NA,2019-09-24T00:00:00Z,Past,NICOPLOT,24,NA,RK_NSF_SYM_Initials_21.csv,32.35773359680176,30.503793716430664,NaN,NaN,0.0725249482183941,1.1247530528977319,NA,NA,2,2,0,0,NaN,NaN,NaN,21,B,0,-7,Flamingo?,25 42.071 N,80 5.938 W
97NI,80,Orange,Ppor,Initial,NA,2019-09-24T00:00:00Z,Ppor,JOE'SPLOT,22,NA,RK_NSF_SYM_Initials_21.csv,34.388954986572266,30.179027557373047,27.895259704589844,NaN,0.7882930753613244,0.656438851431115,0.2104941741053521,NA,2,2,2,0,NaN,NaN,NaN,21,C,0,-7,DP,25 39.577 N,80 5.771 W
98NI,14,Orange,Sint,Initial,NA,2019-09-24T00:00:00Z,Sint,NICOPLOT,18,NA,RK_NSF_SYM_Initials_21.csv,26.864427436828613,32.57806587219238,26.21821388244629,NaN,1.104801746337039,0.5515019651834792,0.854711113817884,NA,2,2,2,0,NaN,NaN,NaN,21,C,0,-7,Flamingo?,25 42.071 N,80 5.938 W
99NI,7,Orange,Past,Initial,NA,2019-09-24T00:00:00Z,Past,NICOPLOT,21,NA,RK_NSF_SYM_Initials_21.csv,29.226344932556152,32.2469596862793,33.70431503295899,NaN,0.035544966160147594,2.2588121299466692,NA,NA,2,2,1,0,NaN,NaN,NaN,21,A,0,-7,Flamingo?,25 42.071 N,80 5.938 W
9NI,79,Green,Ssid,Initial,NA,2019-09-15T00:00:00Z,Mcav,EM1,"NA",NA,RK_NSF_SYM_Initials_6.csv,NaN,NaN,25.219578590393066,29.737011909484863,NA,NA,0.023886810687246213,0.5085823120582893,0,0,2,2,NaN,NaN,2.9872828882718845,6,C,0.25079735449455576,-0.6006770489197738,Emerald,25 40.64 N,80 6.028 W
NI146,40,Orange,Ppor,Initial,NA,2019-10-29T00:00:00Z,Ppor,EM3,NA,NA,RK_NSF_Sym_FI_5.csv,NaN,NaN,30.100190963745117,36.0311393737793,NA,NA,0.560090481385635,NA,0,0,2,1,NaN,NaN,7.957685897539994,5,C,0,-7,Emerald,25 40.725 N,80 5.845 W
NI147,31,Orange,Sbou,Initial,NA,2019-10-29T00:00:00Z,Sbou,EM3,NA,NA,RK_NSF_Sym_FI_5.csv,NaN,33.325347900390625,NaN,37.09996032714844,NA,0.05761103299172318,NA,NA,0,2,0,1,NaN,41.057529838641,NaN,5,B,0,-7,Emerald,25 40.725 N,80 5.845 W
NI148,28,Orange,Sbou,Initial,NA,2019-10-29T00:00:00Z,Sbou,EM3,NA,NA,RK_NSF_Sym_FI_5.csv,NaN,31.04792022705078,NaN,35.694801330566406,NA,0.31650192747995276,NA,0.4673458354752306,0,2,0,2,NaN,75.1574182548991,NaN,5,B,0.01313069721787308,-1.881712212993857,Emerald,25 40.725 N,80 5.845 W
NI165,29,Orange,Sbou,Initial,NA,2019-10-29T00:00:00Z,Sbou,EM3,NA,NA,RK_NSF_Sym_FI_5.csv,NaN,31.415443420410156,NaN,35.39558029174805,NA,0.05276650563648698,NA,0.727013580675213,0,2,0,2,NaN,47.34366118959532,NaN,5,B,0.02068523515581859,-1.6843395375533907,Emerald,25 40.725 N,80 5.845 W
NI167,34,Orange,Sbou,Initial,NA,2019-11-04T00:00:00Z,Sbou,EM5,NA,NA,RK_NSF_Sym_FI_5.csv,NaN,32.5169792175293,NaN,35.58470916748047,NA,0.01834230847194108,NA,NA,0,2,0,1,NaN,25.153590611193017,NaN,5,B,0,-7,Emerald,25 40.641 N,80 5.843 W
NI168,35,Orange,Sbou,Initial,NA,2019-11-04T00:00:00Z,Sbou,EM5,NA,NA,RK_NSF_Sym_FI_5.csv,NaN,32.14240074157715,35.23010620117188,35.97659683227539,NA,0.29586413305071435,NA,NA,0,2,1,1,NaN,42.78871923833737,0.21883132508939038,5,B,0,-7,Emerald,25 40.641 N,80 5.843 W
NI169,Cores 1-4,Orange,Sbou,Initial,NA,2019-11-04T00:00:00Z,Sbou,EM5,NA,NA,RK_NSF_Sym_FI_5.csv,NaN,31.341598510742188,NaN,NaN,NA,0.0337390579951528,NA,NA,0,2,0,0,NaN,NaN,NaN,5,B,0,-7,Emerald,25 40.641 N,80 5.843 W
